A000319,B000252,B000470,B000553,B000634,B000774,B000873,B000895,B000972,B001196,C000066,C000133,C000139,C000769,C000812,C000988,C001008,D000009,D000233,D000345,D000560,E000044,E000066,E000206,F000084,F000092,F000096,F000200,F000354,G000131,G000141,G000201,G000232,G000254,G000288,G000340,G000425,H000031,H000227,H000259,H000265,H000362,H000446,H000868,J000140,J000210,J000257,K000098,K000161,K000216,L000004,L000005,L000012,L000241,M000281,M000499,M000521,M000547,M000563,M000583,M000621,M000670,M001028,N000023,N000132,N000139,N000176,O000035,O000140,P000219,P000317,P000360,P000372,R000020,R000059,R000114,R000118,R000332,R000347,S000006,S000113,S000337,S000369,S000380,S000415,S000530,S000644,S000730,S000791,S000826,S000857,S000906,S001094,T000353,T000456,U000013,W000012,W000097,W000104,W000164,W000203,W000276,W000330,W000499,W000561,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,,Nay,,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,,Yea,1927-02-12,0,,unknown,hr2,,,,
Yea,Yea,Not Voting,Nay,Not Voting,Yea,,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,,Yea,,Yea,Not Voting,Yea,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Not Voting,,Yea,1927-02-14,0,,unknown,hr13446,,,,
Yea,Yea,Yea,Nay,Nay,Yea,,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,,Nay,,Nay,Yea,Yea,,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,,Yea,1927-02-15,0,,unknown,hr2,,,,
Not Voting,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,,Yea,,Nay,Nay,Not Voting,,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,,Nay,1927-02-15,0,,unknown,,,,,
Yea,Yea,Yea,Nay,Not Voting,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,Nay,,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,1927-02-16,0,,unknown,hr2,,,,
Yea,Yea,Nay,Yea,Nay,Yea,,Not Voting,Not Voting,,Yea,Not Voting,Yea,Yea,Not Voting,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,,Yea,,Nay,Yea,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,,Yea,1927-02-21,0,,unknown,hr16886,,,,
Yea,Nay,Nay,Yea,Nay,Yea,,Not Voting,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,,Yea,,Nay,Yea,Yea,,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,,Nay,1927-02-21,0,,unknown,hr16886,,,,
Yea,Not Voting,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,,Yea,Not Voting,Not Voting,Nay,Not Voting,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,,Nay,,Not Voting,Nay,Yea,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,1927-02-22,0,,unknown,,,,,
Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,,Not Voting,Not Voting,,Yea,Not Voting,Not Voting,Nay,Not Voting,,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,,Nay,,Not Voting,Nay,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,1927-02-23,0,,unknown,,,,,
Yea,Not Voting,Nay,Yea,Nay,Yea,,Yea,Nay,,Yea,Nay,Yea,Nay,Nay,,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,,Nay,,Nay,Yea,Yea,,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,,Nay,1927-02-23,0,,unknown,hr16886,,,,
Yea,Not Voting,Yea,Yea,Nay,Yea,,Not Voting,Nay,,Yea,Nay,Yea,Nay,Nay,,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Nay,,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,,Nay,,Not Voting,Nay,Nay,,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,,Nay,1927-02-23,0,,unknown,hr15009,,,,
Yea,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,Yea,,Yea,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,1927-02-23,0,,unknown,hr16886,,,,
Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,,Not Voting,Nay,Yea,Nay,Nay,,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Nay,,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,,Not Voting,,Nay,Yea,Yea,,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Not Voting,,Yea,1927-02-23,0,,unknown,s718,,,,
Yea,Yea,Nay,Nay,Not Voting,Yea,,Nay,Nay,,Not Voting,Yea,Yea,Nay,Yea,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,,Not Voting,,Nay,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,,Nay,1927-02-23,0,,unknown,s454,,,,
Nay,Nay,Yea,Yea,Yea,Nay,,Nay,Nay,,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,,Yea,,Yea,Yea,Nay,,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,,Yea,1927-02-24,0,,unknown,s3331,,,,
Nay,Nay,Yea,Not Voting,Not Voting,Nay,,Nay,Yea,,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,,Nay,,Yea,Nay,Nay,,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,,Yea,1927-02-24,0,,unknown,hr16462,,,,
Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,,Nay,,Yea,Nay,Nay,,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,,Yea,1927-02-24,0,,unknown,hr16462,,,,
Yea,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,,Nay,Yea,Not Voting,Yea,Yea,,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,,Yea,,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,1927-02-25,0,,unknown,s4106,,,,
Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,,Nay,Yea,Nay,Yea,Yea,,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,,Nay,,Yea,Yea,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,,Nay,1927-02-26,0,,unknown,s3331,,,,
Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,,Nay,Yea,Nay,Yea,Yea,,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,,Nay,,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,,Yea,1927-02-26,0,,unknown,s3027,,,,
Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,,Nay,Yea,Not Voting,Yea,Not Voting,,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,,Nay,,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,1927-02-28,0,,unknown,s4660,,,,
Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,,Nay,,Nay,Yea,Yea,,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,1927-02-28,0,,unknown,hr10729,,,,
Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,,Yea,Yea,Not Voting,Yea,Not Voting,,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,,Nay,,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,,Yea,1927-02-28,0,,unknown,hr10729,,,,
Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,,Not Voting,Nay,Nay,Nay,Nay,,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,,Nay,Nay,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Yea,,Yea,1927-03-01,0,,unknown,,,,,
Yea,Yea,Nay,Nay,Yea,Yea,,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,,Yea,,Yea,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,,Nay,1927-03-02,0,,unknown,sres364,,,,
Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,1927-03-02,0,,unknown,hr13729,,,,
Nay,Nay,Not Voting,Yea,Not Voting,Nay,,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Nay,,Yea,Nay,Nay,,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Not Voting,,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Yea,,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,1927-03-02,0,,unknown,,,,,
Yea,Yea,Not Voting,Nay,Not Voting,Yea,,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,,Nay,Yea,Yea,,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,,Nay,1927-03-02,0,,unknown,sres364,,,,
Yea,Yea,Not Voting,Nay,Nay,Yea,,Yea,Yea,,Nay,Nay,Yea,Yea,Not Voting,,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,,Yea,,Nay,Yea,Yea,,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,,Nay,1927-03-02,0,,unknown,sres364,,,,
